Column #,Column ID,gene_assignment,Gene Symbol,RefSeq,Ratio(C42B vs. E06),"Fold-Change
(C42B vs. E06)","Fold-Change(C42B vs. E06)
 (Description)"
39178,17013597,ENST00000367419 // GINM1 // glycoprotein integral membrane 1 // 6q25.1 // 116254 /// OT,GINM1,ENST00000367419,7.17853,7.17853,C42B up vs E06
9311,16715505,"NM_001142353 // PPP3CB // protein phosphatase 3, catalytic subunit, beta isozyme // 10q",PPP3CB,NM_001142353,7.18119,7.18119,C42B up vs E06
28849,16911261,NM_001200 // BMP2 // bone morphogenetic protein 2 // 20p12 // 650 /// ENST00000378827 /,BMP2,NM_001200,7.18129,7.18129,C42B up vs E06
29173,16914741,"ENST00000386307 // SNORD12C // small nucleolar RNA, C/D box 12C // 20q13.13 // 26765",SNORD12C,ENST00000386307,7.18483,7.18483,C42B up vs E06
44422,17070408,"ENST00000256117 // E2F5 // E2F transcription factor 5, p130-binding // 8q21.2 // 1875 /",E2F5,ENST00000256117,7.18898,7.18898,C42B up vs E06
15673,16780069,ENST00000377102 // SPRY2 // sprouty homolog 2 (Drosophila) // 13q31.1 // 10253 /// ENST,SPRY2,ENST00000377102,7.19132,7.19132,C42B up vs E06
30830,16929855,"NM_002305 // LGALS1 // lectin, galactoside-binding, soluble, 1 // 22q13.1 // 3956 /// E",LGALS1,NM_002305,7.19153,7.19153,C42B up vs E06
39973,17021122,NM_015525 // IBTK // inhibitor of Bruton agammaglobulinemia tyrosine kinase // 6q14.1 /,IBTK,NM_015525,7.19232,7.19232,C42B up vs E06
52204,17123726,NM_001135825 // RNF185 // ring finger protein 185 // 22q12.2 // 91445 /// NM_152267 // ,RNF185,NM_001135825,7.19554,7.19554,C42B up vs E06
5416,16676633,ENST00000367106 // DYRK3 // dual-specificity tyrosine-(Y)-phosphorylation regulated kin,DYRK3,ENST00000367106,7.19716,7.19716,C42B up vs E06
36222,16986138,NM_001080479 // ARHGEF28 // Rho guanine nucleotide exchange factor (GEF) 28 // 5q13.2 /,ARHGEF28,NM_001080479,7.19882,7.19882,C42B up vs E06
22374,16846745,NM_001130527 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// NM_00113052,SPAG9,NM_001130527,7.20103,7.20103,C42B up vs E06
30846,16930066,NM_016657 // KDELR3 // KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention r,KDELR3,NM_016657,7.20353,7.20353,C42B up vs E06
50582,17120480,NR_003611 // BMS1P5 // BMS1 pseudogene 5 // 10q11.22 // 399761 /// ENST00000580094 // B,BMS1P5,NR_003611,7.2044,7.2044,C42B up vs E06
27541,16897719,NM_001135597 // CCDC88A // coiled-coil domain containing 88A // 2p16.1 // 55704 /// NM_,CCDC88A,NM_001135597,7.20542,7.20542,C42B up vs E06
27975,16901393,NM_001450 // FHL2 // four and a half LIM domains 2 // 2q12.2 // 2274 /// NM_201555 // F,FHL2,NM_001450,7.20628,7.20628,C42B up vs E06
39483,17016386,"NM_021065 // HIST1H2AD // histone cluster 1, H2ad // 6p21.3 // 3013 /// BC093807 // HIS",HIST1H2AD,NM_021065,7.21264,7.21264,C42B up vs E06
39946,17020930,NM_001143958 // TMEM30A // transmembrane protein 30A // 6q14.1 // 55754 /// NM_018247 /,TMEM30A,NM_001143958,7.22584,7.22584,C42B up vs E06
39238,17014186,NM_020823 // TMEM181 // transmembrane protein 181 // 6q25.3 // 57583 /// XM_005267074 /,TMEM181,NM_020823,7.23862,7.23862,C42B up vs E06
18947,16811975,ENST00000267970 // TSPAN3 // tetraspanin 3 // 15q24.3 // 10099 /// OTTHUMT00000289792 /,TSPAN3,ENST00000267970,7.24809,7.24809,C42B up vs E06
28039,16902064,"NM_025181 // SLC35F5 // solute carrier family 35, member F5 // 2q14.1 // 80255 /// NR_1",SLC35F5,NM_025181,7.25026,7.25026,C42B up vs E06
20761,16830146,NM_001258217 // MIS12 // MIS12 kinetochore complex component // 17p13.2 // 79003 /// NM,MIS12,NM_001258217,7.25309,7.25309,C42B up vs E06
23370,16855697,NM_004869 // VPS4B // vacuolar protein sorting 4 homolog B (S. cerevisiae) // 18q21.33 ,VPS4B,NM_004869,7.2542,7.2542,C42B up vs E06
32058,16943548,NM_001243280 // ALCAM // activated leukocyte cell adhesion molecule // 3q13.1 // 214 //,ALCAM,NM_001243280,7.25511,7.25511,C42B up vs E06
44368,17070008,OTTHUMT00000379313 // RP11-531A24.5 // novel transcript // --- // ---,RP11-531A24.5,OTTHUMT00000379313,7.25521,7.25521,C42B up vs E06
39175,17013567,NM_001292034 // TAB2 // TGF-beta activated kinase 1/MAP3K7 binding protein 2 // 6q25.1 ,TAB2,NM_001292034,7.26327,7.26327,C42B up vs E06
19437,16817090,NM_006910 // RBBP6 // retinoblastoma binding protein 6 // 16p12.2 // 5930 /// NM_018703,RBBP6,NM_006910,7.26507,7.26507,C42B up vs E06
29170,16914671,NM_001256135 // CSE1L // CSE1 chromosome segregation 1-like (yeast) // 20q13 // 1434 //,CSE1L,NM_001256135,7.27764,7.27764,C42B up vs E06
12492,16748449,"NM_001099285 // PTMA // prothymosin, alpha // 2q37.1 // 5757 /// NM_002823 // PTMA // p",PTMA,NM_001099285,7.27865,7.27865,C42B up vs E06
13614,16761116,"NM_001099285 // PTMA // prothymosin, alpha // 2q37.1 // 5757 /// NM_002823 // PTMA // p",PTMA,NM_001099285,7.27865,7.27865,C42B up vs E06
36428,16988297,"NM_001099285 // PTMA // prothymosin, alpha // 2q37.1 // 5757 /// NM_002823 // PTMA // p",PTMA,NM_001099285,7.27865,7.27865,C42B up vs E06
46506,17090646,"NM_012204 // GTF3C4 // general transcription factor IIIC, polypeptide 4, 90kDa // 9q34.",GTF3C4,NM_012204,7.28293,7.28293,C42B up vs E06
49120,17114829,NM_000202 // IDS // iduronate 2-sulfatase // Xq28 // 3423 /// NM_001166550 // IDS // id,IDS,NM_000202,7.28509,7.28509,C42B up vs E06
35117,16975659,ENST00000381571 // COMMD8 // COMM domain containing 8 // 4p12 // 54951 /// BC008371 // ,COMMD8,ENST00000381571,7.29553,7.29553,C42B up vs E06
25783,16879408,NM_001145076 // EML4 // echinoderm microtubule associated protein like 4 // 2p21 // 274,EML4,NM_001145076,7.29998,7.29998,C42B up vs E06
44056,17067102,NM_152562 // CDCA2 // cell division cycle associated 2 // 8p21.2 // 157313 /// XM_00671,CDCA2,NM_152562,7.31419,7.31419,C42B up vs E06
20903,16831839,"NM_144775 // SMCR8 // Smith-Magenis syndrome chromosome region, candidate 8 // 17p11.2 ",SMCR8,NM_144775,7.31535,7.31535,C42B up vs E06
15151,16775338,NM_006346 // PIBF1 // progesterone immunomodulatory binding factor 1 // 13q22.1 // 1046,PIBF1,NM_006346,7.32477,7.32477,C42B up vs E06
32492,16948209,"NM_006218 // PIK3CA // phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subuni",PIK3CA,NM_006218,7.32477,7.32477,C42B up vs E06
37614,16998981,"NM_005023 // PGGT1B // protein geranylgeranyltransferase type I, beta subunit // 5q22.3",PGGT1B,NM_005023,7.33872,7.33872,C42B up vs E06
4649,16668079,NM_013296 // GPSM2 // G-protein signaling modulator 2 // 1p13.3 // 29899 /// ENST000002,GPSM2,NM_013296,7.34133,7.34133,C42B up vs E06
38196,17004747,NM_017906 // PAK1IP1 // PAK1 interacting protein 1 // 6p24.2 // 55003 /// XM_005249204 ,PAK1IP1,NM_017906,7.34153,7.34153,C42B up vs E06
38304,17005573,"NM_138720 // HIST1H2BD // histone cluster 1, H2bd // 6p21.3 // 3017 /// uc003ngs.3 // H",HIST1H2BD,NM_138720,7.34349,7.34349,C42B up vs E06
14292,16768478,NM_003566 // EEA1 // early endosome antigen 1 // 12q22 // 8411 /// ENST00000322349 // E,EEA1,NM_003566,7.34817,7.34817,C42B up vs E06
27544,16897770,"NM_001122964 // SMEK2 // SMEK homolog 2, suppressor of mek1 (Dictyostelium) // 2p16.1 /",SMEK2,NM_001122964,7.35554,7.35554,C42B up vs E06
34110,16966285,NM_004181 // UCHL1 // ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase),UCHL1,NM_004181,7.36255,7.36255,C42B up vs E06
48313,17107211,"NM_001042537 // SLC9A6 // solute carrier family 9, subfamily A (NHE6, cation proton ant",SLC9A6,NM_001042537,7.36297,7.36297,C42B up vs E06
48123,17105284,NM_006729 // DIAPH2 // diaphanous-related formin 2 // Xq21.33 // 1730 /// NM_007309 // ,DIAPH2,NM_006729,7.36315,7.36315,C42B up vs E06
6842,16691668,NM_024408 // NOTCH2 // notch 2 // 1p13-p11 // 4853 /// XM_005270901 // NOTCH2 // notch ,NOTCH2,NM_024408,7.36705,7.36705,C42B up vs E06
18519,16807071,NM_014106 // ZNF770 // zinc finger protein 770 // 15q14 // 54989 /// ENST00000356321 //,ZNF770,NM_014106,7.37092,7.37092,C42B up vs E06
45415,17079436,NM_005836 // HRSP12 // heat-responsive protein 12 // 8q22 // 10247 /// ENST00000254878 ,HRSP12,NM_005836,7.37416,7.37416,C42B up vs E06
45452,17079910,NM_005655 // KLF10 // Kruppel-like factor 10 // 8q22.2 // 7071 /// ENST00000285407 // K,KLF10,NM_005655,7.38054,7.38054,C42B up vs E06
24190,16863877,"NM_014330 // PPP1R15A // protein phosphatase 1, regulatory subunit 15A // 19q13.2 // 23",PPP1R15A,NM_014330,7.38665,7.38665,C42B up vs E06
42004,17045738,uc003tlx.3 // PPIA // peptidylprolyl isomerase A (cyclophilin A) // 7p13 // 5478 /// NM,PPIA,uc003tlx.3,7.38899,7.38899,C42B up vs E06
8011,16703068,NM_001195626 // MLLT10 // myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog,MLLT10,NM_001195626,7.39205,7.39205,C42B up vs E06
18741,16809687,"NM_006154 // NEDD4 // neural precursor cell expressed, developmentally down-regulated 4",NEDD4,NM_006154,7.39224,7.39224,C42B up vs E06
45635,17081737,XM_006716606 // PTK2 // protein tyrosine kinase 2 // 8q24.3 // 5747 /// ENST00000517887,PTK2,XM_006716606,7.40863,7.40863,C42B up vs E06
8326,16705976,NM_001270679 // MCU // mitochondrial calcium uniporter // 10q22.1 // 90550 /// NM_00127,MCU,NM_001270679,7.40908,7.40908,C42B up vs E06
28875,16911493,"NM_018327 // SPTLC3 // serine palmitoyltransferase, long chain base subunit 3 // 20p12.",SPTLC3,NM_018327,7.4191,7.4191,C42B up vs E06
34013,16965499,OTTHUMT00000359924 // RP11-552M14.1 // novel transcript // --- // ---,RP11-552M14.1,OTTHUMT00000359924,7.42432,7.42432,C42B up vs E06
40178,17023484,NM_033515 // ARHGAP18 // Rho GTPase activating protein 18 // 6q22.33 // 93663 /// ENST0,ARHGAP18,NM_033515,7.43096,7.43096,C42B up vs E06
46855,17094074,"ENST00000515936 // RNU7-124P // RNA, U7 small nuclear 124 pseudogene // --- // ---",RNU7-124P,ENST00000515936,7.43994,7.43994,C42B up vs E06
23942,16861193,NM_001281532 // PSENEN // presenilin enhancer gamma secretase subunit // 19q13.12 // 55,PSENEN,NM_001281532,7.44346,7.44346,C42B up vs E06
12501,16748496,ENST00000534843 // APOLD1 // apolipoprotein L domain containing 1 // 12p13.1 // 81575 /,APOLD1,ENST00000534843,7.44654,7.44654,C42B up vs E06
17770,16798755,BC137210 // ULK4P1 // ULK4 pseudogene 1 // 15q13.3 // 89838 /// OTTHUMT00000429843 // R,ULK4P1,BC137210,7.44758,7.44758,C42B up vs E06
22738,16850517,NM_006101 // NDC80 // NDC80 kinetochore complex component // 18p11.32 // 10403 /// ENST,NDC80,NM_006101,7.44996,7.44996,C42B up vs E06
24042,16862333,NM_004596 // SNRPA // small nuclear ribonucleoprotein polypeptide A // 19q13.1 // 6626 ,SNRPA,NM_004596,7.45012,7.45012,C42B up vs E06
37067,16994161,ENST00000255764 // MED10 // mediator complex subunit 10 // 5p15.31 // 84246 /// OTTHUMT,MED10,ENST00000255764,7.48043,7.48043,C42B up vs E06
44090,17067496,"OTTHUMT00000417037 // CTD-2647L4.4 // novel transcript, sense intronic to HMBOX1 // ---",CTD-2647L4.4,OTTHUMT00000417037,7.48308,7.48308,C42B up vs E06
44295,17069250,"NM_002865 // RAB2A // RAB2A, member RAS oncogene family // 8q12.1 // 5862 /// ENST00000",RAB2A,NM_002865,7.48634,7.48634,C42B up vs E06
44142,17067926,NM_007198 // PROSC // proline synthetase co-transcribed homolog (bacterial) // 8p11.2 /,PROSC,NM_007198,7.48713,7.48713,C42B up vs E06
29193,16914844,"NM_001278618 // PTPN1 // protein tyrosine phosphatase, non-receptor type 1 // 20q13.1-q",PTPN1,NM_001278618,7.48761,7.48761,C42B up vs E06
24194,16863939,"NM_000146 // FTL // ferritin, light polypeptide // 19q13.33 // 2512 /// ENST00000331825",FTL,NM_000146,7.4961,7.4961,C42B up vs E06
35141,16976001,NM_012110 // CHIC2 // cysteine-rich hydrophobic domain 2 // 4q11 // 26511 /// XM_006714,CHIC2,NM_012110,7.50275,7.50275,C42B up vs E06
7906,16702071,"NM_017782 // FAM208B // family with sequence similarity 208, member B // 10p15.1 // 549",FAM208B,NM_017782,7.51691,7.51691,C42B up vs E06
27437,16896710,NM_005633 // SOS1 // son of sevenless homolog 1 (Drosophila) // 2p21 // 6654 /// ENST00,SOS1,NM_005633,7.53143,7.53143,C42B up vs E06
39240,17014208,NM_001009991 // SYTL3 // synaptotagmin-like 3 // 6q25.3 // 94120 /// NM_001242384 // SY,SYTL3,NM_001009991,7.53537,7.53537,C42B up vs E06
52203,17123724,NM_001135825 // RNF185 // ring finger protein 185 // 22q12.2 // 91445 /// NM_152267 // ,RNF185,NM_001135825,7.54427,7.54427,C42B up vs E06
27222,16894335,NM_003183 // ADAM17 // ADAM metallopeptidase domain 17 // 2p25 // 6868 /// ENST00000310,ADAM17,NM_003183,7.57211,7.57211,C42B up vs E06
19787,16820787,"NM_012426 // SF3B3 // splicing factor 3b, subunit 3, 130kDa // 16q22.1 // 23450 /// ENS",SF3B3,NM_012426,7.57752,7.57752,C42B up vs E06
6475,16687875,NM_002228 // JUN // jun proto-oncogene // 1p32-p31 // 3725 /// ENST00000371222 // JUN /,JUN,NM_002228,7.57778,7.57778,C42B up vs E06
52640,17124608,OTTHUMT00000342904 // RP11-115N4.1 // putative novel transcript // --- // --- /// OTTHU,RP11-115N4.1,OTTHUMT00000342904,7.58116,7.58116,C42B up vs E06
27271,16894740,NM_001142286 // SMC6 // structural maintenance of chromosomes 6 // 2p24.2 // 79677 /// ,SMC6,NM_001142286,7.58427,7.58427,C42B up vs E06
32815,16951646,NM_001145293 // NGLY1 // N-glycanase 1 // 3p24.2 // 55768 /// NM_001145294 // NGLY1 // ,NGLY1,NM_001145293,7.59075,7.59075,C42B up vs E06
45242,17078121,"NM_016027 // LACTB2 // lactamase, beta 2 // 8q13.3 // 51110 /// ENST00000276590 // LACT",LACTB2,NM_016027,7.60478,7.60478,C42B up vs E06
6955,16692775,NM_001197320 // MCL1 // myeloid cell leukemia 1 // 1q21 // 4170 /// NM_021960 // MCL1 /,MCL1,NM_001197320,7.60747,7.60747,C42B up vs E06
48233,17106493,"NM_001560 // IL13RA1 // interleukin 13 receptor, alpha 1 // Xq24 // 3597 /// ENST000003",IL13RA1,NM_001560,7.61515,7.61515,C42B up vs E06
17182,16793999,NM_016445 // PLEK2 // pleckstrin 2 // 14q23.3 // 26499 /// ENST00000216446 // PLEK2 // ,PLEK2,NM_016445,7.62574,7.62574,C42B up vs E06
52160,17123638,NM_001114184 // MTRF1L // mitochondrial translational release factor 1-like // 6q25-q26,MTRF1L,NM_001114184,7.63561,7.63561,C42B up vs E06
9589,16718670,NM_001145453 // GFRA1 // GDNF family receptor alpha 1 // 10q26.11 // 2674 /// NM_005264,GFRA1,NM_001145453,7.63638,7.63638,C42B up vs E06
6683,16689969,NM_000110 // DPYD // dihydropyrimidine dehydrogenase // 1p22 // 1806 /// ENST0000037019,DPYD,NM_000110,7.64025,7.64025,C42B up vs E06
33435,16959575,"ENST00000363701 // RNU6-1284P // RNA, U6 small nuclear 1284, pseudogene // --- // ---",RNU6-1284P,ENST00000363701,7.64742,7.64742,C42B up vs E06
17092,16793190,NM_001008396 // WDHD1 // WD repeat and HMG-box DNA binding protein 1 // 14q22.2 // 1116,WDHD1,NM_001008396,7.6516,7.6516,C42B up vs E06
18851,16810972,"NR_002442 // SNORD18B // small nucleolar RNA, C/D box 18B // 15q22 // 595099 /// ENST00",SNORD18B,NR_002442,7.65418,7.65418,C42B up vs E06
33250,16957170,NM_020890 // KIAA1524 // KIAA1524 // 3q13.13 // 57650 /// ENST00000295746 // KIAA1524 /,KIAA1524,NM_020890,7.66087,7.66087,C42B up vs E06
20619,16828841,"NM_001145548 // ZDHHC7 // zinc finger, DHHC-type containing 7 // 16q24.1 // 55625 /// N",ZDHHC7,NM_001145548,7.66851,7.66851,C42B up vs E06
44634,17072552,NM_003129 // SQLE // squalene epoxidase // 8q24.1 // 6713 /// ENST00000265896 // SQLE /,SQLE,NM_003129,7.67116,7.67116,C42B up vs E06
21365,16836492,NM_018304 // PRR11 // proline rich 11 // 17q22 // 55771 /// ENST00000262293 // PRR11 //,PRR11,NM_018304,7.67216,7.67216,C42B up vs E06
46393,17089003,NM_001282715 // OLFML2A // olfactomedin-like 2A // 9q33.3 // 169611 /// NM_182487 // OL,OLFML2A,NM_001282715,7.67272,7.67272,C42B up vs E06
39237,17014169,NM_001007466 // TULP4 // tubby like protein 4 // 6q25-q26 // 56995 /// NM_020245 // TUL,TULP4,NM_001007466,7.67362,7.67362,C42B up vs E06
25981,16881246,ENST00000489309 // NAGK // N-acetylglucosamine kinase // 2p13.3 // 55577 /// AL832837 /,NAGK,ENST00000489309,7.67428,7.67428,C42B up vs E06
37083,16994303,OTTHUMT00000365859 // CTD-2201E9.2 // novel transcript // --- // ---,CTD-2201E9.2,OTTHUMT00000365859,7.67563,7.67563,C42B up vs E06
17988,16801196,"OTTHUMT00000419356 // RP11-430B1.1 // novel transcript, intronic to MAPK6 // --- // ---",RP11-430B1.1,OTTHUMT00000419356,7.67563,7.67563,C42B up vs E06
40673,17028653,ENST00000414714 // IFITM4P // interferon induced transmembrane protein 4 pseudogene // ,IFITM4P,ENST00000414714,7.67661,7.67661,C42B up vs E06
41067,17033890,NR_001590 // IFITM4P // interferon induced transmembrane protein 4 pseudogene // 6p22.1,IFITM4P,NR_001590,7.67661,7.67661,C42B up vs E06
41448,17038932,NR_001590 // IFITM4P // interferon induced transmembrane protein 4 pseudogene // 6p22.1,IFITM4P,NR_001590,7.67661,7.67661,C42B up vs E06
45558,17080869,NM_032026 // TATDN1 // TatD DNase domain containing 1 // 8q24.13 // 83940 /// NR_027427,TATDN1,NM_032026,7.67661,7.67661,C42B up vs E06
47236,17097281,NM_001282640 // SUSD1 // sushi domain containing 1 // 9q31.3-q33.1 // 64420 /// NM_0012,SUSD1,NM_001282640,7.67969,7.67969,C42B up vs E06
26004,16881615,NM_080916 // DGUOK // deoxyguanosine kinase // 2p13 // 1716 /// ENST00000264093 // DGUO,DGUOK,NM_080916,7.68149,7.68149,C42B up vs E06
40313,17024753,NM_001271937 // RMND1 // required for meiotic nuclear division 1 homolog (S. cerevisiae,RMND1,NM_001271937,7.6854,7.6854,C42B up vs E06
50690,17120696,"NR_002814 // LOC374443 // C-type lectin domain family 2, member D pseudogene // 12p13.3",LOC374443,NR_002814,7.68734,7.68734,C42B up vs E06
20418,16826909,"NM_001265612 // CNOT1 // CCR4-NOT transcription complex, subunit 1 // 16q21 // 23019 //",CNOT1,NM_001265612,7.68739,7.68739,C42B up vs E06
32301,16946485,NM_001172312 // PLS1 // plastin 1 // 3q23 // 5357 /// NM_002670 // PLS1 // plastin 1 //,PLS1,NM_001172312,7.68918,7.68918,C42B up vs E06
17911,16800450,NM_004048 // B2M // beta-2-microglobulin // 15q21-q22.2 // 567 /// ENST00000558401 // B,B2M,NM_004048,7.70238,7.70238,C42B up vs E06
39034,17012165,NM_001135564 // HSF2 // heat shock transcription factor 2 // 6q22.31 // 3298 /// NM_004,HSF2,NM_001135564,7.71091,7.71091,C42B up vs E06
47874,17103185,AK296116 // TIMP1 // TIMP metallopeptidase inhibitor 1 // Xp11.3-p11.23 // 7076 /// uc0,TIMP1,AK296116,7.71218,7.71218,C42B up vs E06
28922,16911943,NM_012255 // XRN2 // 5-3 exoribonuclease 2 // 20p11.2-p11.1 // 22803 /// ENST0000037719,XRN2,NM_012255,7.7124,7.7124,C42B up vs E06
37215,16995645,"NM_001244871 // DAB2 // Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila) ",DAB2,NM_001244871,7.71344,7.71344,C42B up vs E06
8673,16709317,NR_036177 // MIR4295 // microRNA 4295 // --- // 100422909 /// ENST00000585286 // MIR429,MIR4295,NR_036177,7.71923,7.71923,C42B up vs E06
51073,17121462,NM_015092 // SMG1 // SMG1 phosphatidylinositol 3-kinase-related kinase // 16p12.3 // 23,SMG1,NM_015092,7.72732,7.72732,C42B up vs E06
19782,16820676,NM_017990 // PDPR // pyruvate dehydrogenase phosphatase regulatory subunit // 16q22.1 /,PDPR,NM_017990,7.7316,7.7316,C42B up vs E06
47715,17101732,ENST00000380336 // CA5BP1 // carbonic anhydrase VB pseudogene 1 // Xp22.2 // 340591 ///,CA5BP1,ENST00000380336,7.74325,7.74325,C42B up vs E06
8651,16709072,NM_016824 // ADD3 // adducin 3 (gamma) // 10q25.2 // 120 /// XM_005269531 // ADD3 // ad,ADD3,NM_016824,7.74718,7.74718,C42B up vs E06
7310,16696504,NR_002578 // GAS5 // growth arrest-specific 5 (non-protein coding) // 1q25.1 // 60674 /,GAS5,NR_002578,7.75225,7.75225,C42B up vs E06
11396,16737151,"NM_001033505 // CSTF3 // cleavage stimulation factor, 3 pre-RNA, subunit 3, 77kDa // 11",CSTF3,NM_001033505,7.75636,7.75636,C42B up vs E06
48585,17110040,NM_031442 // TMEM47 // transmembrane protein 47 // Xp11.4 // 83604 /// ENST00000275954 ,TMEM47,NM_031442,7.75689,7.75689,C42B up vs E06
39938,17020787,NM_138441 // MB21D1 // Mab-21 domain containing 1 // 6q13 // 115004 /// XM_006715327 //,MB21D1,NM_138441,7.75779,7.75779,C42B up vs E06
6605,16689098,"NM_001170670 // ZNHIT6 // zinc finger, HIT-type containing 6 // 1p22.3 // 54680 /// NM_",ZNHIT6,NM_001170670,7.75779,7.75779,C42B up vs E06
45789,17083614,NM_203403 // LURAP1L // leucine rich adaptor protein 1-like // 9p23 // 286343 /// uc003,LURAP1L,NM_203403,7.76052,7.76052,C42B up vs E06
25054,16872551,"NM_000660 // TGFB1 // transforming growth factor, beta 1 // 19q13.1 // 7040 /// ENST000",TGFB1,NM_000660,7.76719,7.76719,C42B up vs E06
18311,16804804,NM_003870 // IQGAP1 // IQ motif containing GTPase activating protein 1 // 15q26.1 // 88,IQGAP1,NM_003870,7.77296,7.77296,C42B up vs E06
5059,16672583,ENST00000368076 // PEA15 // phosphoprotein enriched in astrocytes 15 // 1q21.1 // 8682 ,PEA15,ENST00000368076,7.77609,7.77609,C42B up vs E06
45586,17081124,"NM_001256763 // FAM49B // family with sequence similarity 49, member B // 8q24.21 // 51",FAM49B,NM_001256763,7.77777,7.77777,C42B up vs E06
5663,16678851,NM_032435 // KIAA1804 // mixed lineage kinase 4 // 1q42 // 84451 /// ENST00000366622 //,KIAA1804,NM_032435,7.79338,7.79338,C42B up vs E06
18433,16805982,NM_001142275 // NIPA1 // non imprinted in Prader-Willi/Angelman syndrome 1 // 15q11.2 /,NIPA1,NM_001142275,7.79622,7.79622,C42B up vs E06
